cid,name,pubchem_url,n_side_effects,smiles,side_effects_list
3902,letrozole,https://pubchem.ncbi.nlm.nih.gov/compound/3902,95,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,Nausea; Headache; Dermatitis; Rash; Vomiting; Dizziness; Diarrhoea; Pruritus; Asthenia; Abdominal pain; Urticaria; Gastrointestinal pain; Body temperature increased; Gastrointestinal disorder; Pain; Feeling abnormal; Fatigue; Constipation; Dyspnoea; Dyspepsia; Decreased appetite; Musculoskeletal discomfort; Insomnia; Somnolence; Paraesthesia; Skin disorder; Anaphylactic shock; Nervous system disorder; Infection; Hyperhidrosis; Tachycardia; Arthralgia; Cough; Oedema; Myalgia; Hypertension; Discomfort; Dry mouth; Chest pain; Anxiety; Angioedema; Leukopenia; Vertigo; Malaise; Palpitations; Back pain; Ill-defined disorder; Malnutrition; Mental disorder; Vision blurred; Dysgeusia; Angiopathy; Mediastinal disorder; Alopecia; Nervousness; Tension; Flushing; Cardiac disorder; Oedema peripheral; Eye disorder; Connective tissue disorder; Erythema multiforme; Urethral disorder; Haemorrhage; Urinary tract disorder; Haemoglobin; Hepatitis; Hypoaesthesia; Urinary tract infection; Infestation; Hepatobiliary disease; Acute coronary syndrome; Myocardial infarction; Stomatitis; Weight increased; Depression; Weight decreased; Pollakiuria; Angina pectoris; Influenza; Dry skin; Toxic epidermal necrolysis; Breast disorder; Pain in extremity; Irritability; Menopausal symptoms; Cerebrovascular accident; Arthritis; Increased appetite; Lethargy; Hot flush; Cardiac failure; Thirst; Thrombophlebitis; Neoplasm
3911,Leuprorelin,https://pubchem.ncbi.nlm.nih.gov/compound/3911,131,CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6,Nausea; Headache; Dermatitis; Rash; Vomiting; Dizziness; Diarrhoea; Pruritus; Asthenia; Hypersensitivity; Abdominal pain; Urticaria; Gastrointestinal pain; Body temperature increased; Gastrointestinal disorder; Pain; Feeling abnormal; Fatigue; Constipation; Dyspnoea; Dyspepsia; Decreased appetite; Musculoskeletal discomfort; Insomnia; Somnolence; Hypotension; Paraesthesia; Skin disorder; Nervous system disorder; Infection; Hyperhidrosis; Tachycardia; Shock; Arthralgia; Cough; Oedema; Myalgia; Hypertension; Discomfort; Chest pain; Anxiety; Loss of consciousness; Anaemia; Convulsion; Vertigo; Syncope; Malaise; Palpitations; Back pain; Ill-defined disorder; Erythema; Muscle spasms; Agitation; Malnutrition; Tremor; Mental disorder; Vision blurred; Angiopathy; Mediastinal disorder; Flatulence; Alopecia; Chills; Nervousness; Tension; Flushing; Oedema peripheral; Arrhythmia; Connective tissue disorder; Tinnitus; Erythema multiforme; Pharyngitis; Haemorrhage; Haemoglobin; Rhinitis; Hepatitis; Hypoaesthesia; Bradycardia; Sinusitis; Urinary tract infection; Epistaxis; Neuropathy peripheral; Haematuria; Pneumonia; Acute coronary syndrome; Myocardial infarction; Weight increased; Depression; Photosensitivity reaction; Bronchitis; Pollakiuria; Erectile dysfunction; Dysuria; Abdominal distension; Angina pectoris; Abdominal discomfort; Influenza; Asthma; Dysphagia; Dry skin; Breast disorder; Pain in extremity; Blood creatinine increased; Mood swings; Urinary retention; Disturbance in sexual arousal; Irritability; Affect lability; Menopausal symptoms; Cerebrovascular accident; Arthritis; Increased appetite; Lethargy; Hypoglycaemia; Osteoarthritis; Hot flush; Gastrointestinal haemorrhage; Purpura; Dermatitis bullous; Libido decreased; Injury; Swelling; Diabetes mellitus; Cardiac failure congestive; Vascular purpura; Gastroenteritis; Injection site reaction; Sleep disorder; Hepatic function abnormal; Ecchymosis; Neoplasm; Gynaecomastia
3914,levobunolol,https://pubchem.ncbi.nlm.nih.gov/compound/3914,38,CC(C)(C)NCC(COC1=CC=CC2=C1CCCC2=O)O,Nausea; Headache; Dizziness; Diarrhoea; Pruritus; Asthenia; Hypersensitivity; Urticaria; Pain; Feeling abnormal; Dyspnoea; Hypotension; Paraesthesia; Shock; Chest pain; Confusional state; Loss of consciousness; Syncope; Palpitations; Alopecia; Arrhythmia; Erythema multiforme; Visual impairment; Bradycardia; Conjunctivitis; Depression; Stevens-Johnson syndrome; Erectile dysfunction; Bronchospasm; Ataxia; Cardiac arrest; Cerebrovascular accident; Lethargy; Hypoglycaemia; Diplopia; Nasal congestion; Diabetes mellitus; Cardiac failure congestive
3915,levocabastine,https://pubchem.ncbi.nlm.nih.gov/compound/3915,15,CC1CN(CCC1(C2=CC=CC=C2)C(=O)O)C3CCC(CC3)(C#N)C4=CC=C(C=C4)F,Nausea; Headache; Dermatitis; Rash; Asthenia; Pain; Fatigue; Dyspnoea; Somnolence; Cough; Dry mouth; Erythema; Visual impairment; Pharyngitis; Eye pain
3916,levomepromazine,https://pubchem.ncbi.nlm.nih.gov/compound/3916,10,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC)CN(C)C,Hypersensitivity; Constipation; Somnolence; Tachycardia; Agranulocytosis; Jaundice; Weight increased; Photosensitivity reaction; Orthostatic hypotension; Urinary retention
3918,dextrorphan,https://pubchem.ncbi.nlm.nih.gov/compound/3918,39,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)O,Nausea; Dermatitis; Rash; Vomiting; Dizziness; Pruritus; Abdominal pain; Urticaria; Gastrointestinal pain; Feeling abnormal; Constipation; Dyspepsia; Insomnia; Hypotension; Hyperhidrosis; Tachycardia; Shock; Dry mouth; Confusional state; Convulsion; Palpitations; Muscle spasms; Agitation; Nervousness; Tension; Flushing; Arrhythmia; Visual impairment; Bradycardia; Renal failure; Dysuria; Mood swings; Cardiac arrest; Urinary retention; Affect lability; Lethargy; Diplopia; Amnesia; Injection site reaction
3928,lincomycin,https://pubchem.ncbi.nlm.nih.gov/compound/3928,30,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)O,Nausea; Dermatitis; Rash; Vomiting; Diarrhoea; Pruritus; Hypersensitivity; Abdominal pain; Urticaria; Body temperature increased; Pain; Hypotension; Anaphylactic shock; Shock; Angioedema; Leukopenia; Vertigo; Tinnitus; Erythema multiforme; Agranulocytosis; Stomatitis; Jaundice; Stevens-Johnson syndrome; Neutropenia; Pancytopenia; Abdominal discomfort; Liver function test abnormal; Dermatitis bullous; Thrombophlebitis; Hepatic function abnormal
3929,linezolid,https://pubchem.ncbi.nlm.nih.gov/compound/3929,73,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,Nausea; Headache; Dermatitis; Rash; Vomiting; Dizziness; Diarrhoea; Pruritus; Asthenia; Abdominal pain; Urticaria; Gastrointestinal pain; Body temperature increased; Gastrointestinal disorder; Pain; Fatigue; Constipation; Dyspnoea; Dyspepsia; Decreased appetite; Insomnia; Somnolence; Paraesthesia; Skin disorder; Anaphylactic shock; Thrombocytopenia; Hyperhidrosis; Cough; Hypertension; Dry mouth; Angioedema; Anaemia; Convulsion; Leukopenia; Vertigo; Erythema; Muscle spasms; Vision blurred; Dysgeusia; Flatulence; Chills; Tinnitus; Erythema multiforme; Pharyngitis; Haemorrhage; Haemoglobin; Hypoaesthesia; Neuropathy peripheral; Pneumonia; Hyperglycaemia; Stomatitis; Renal failure; Upper respiratory tract infection; Stevens-Johnson syndrome; Pancreatitis; Neutropenia; Pancytopenia; Eosinophilia; Aspartate aminotransferase increased; Alanine aminotransferase increased; Gastritis; Hypokalaemia; Liver function test abnormal; Hypoglycaemia; Gastrointestinal haemorrhage; Hyponatraemia; Thirst; Injury; Thrombophlebitis; Cardiac failure congestive; Polyuria; Sepsis; Ecchymosis
3937,Lisinopril,https://pubchem.ncbi.nlm.nih.gov/compound/3937,143,C1CC(N(C1)C(=O)C(CCCCN)NC(CCC2=CC=CC=C2)C(=O)O)C(=O)O,Nausea; Headache; Dermatitis; Rash; Vomiting; Dizziness; Diarrhoea; Pruritus; Asthenia; Hypersensitivity; Abdominal pain; Urticaria; Gastrointestinal pain; Body temperature increased; Gastrointestinal disorder; Pain; Feeling abnormal; Fatigue; Constipation; Dyspnoea; Dyspepsia; Decreased appetite; Musculoskeletal discomfort; Insomnia; Somnolence; Hypotension; Paraesthesia; Skin disorder; Anaphylactic shock; Thrombocytopenia; Infection; Hyperhidrosis; Tachycardia; Shock; Arthralgia; Cough; Oedema; Myalgia; Discomfort; Dry mouth; Chest pain; Anxiety; Confusional state; Angioedema; Loss of consciousness; Anaemia; Leukopenia; Vertigo; Syncope; Malaise; Palpitations; Back pain; Ill-defined disorder; Erythema; Muscle spasms; Malnutrition; Tremor; Mental disorder; Vision blurred; Dysgeusia; Angiopathy; Mediastinal disorder; Flatulence; Alopecia; Chills; Nervousness; Tension; Flushing; Oedema peripheral; Arrhythmia; Tinnitus; Erythema multiforme; Urethral disorder; Pharyngitis; Urinary tract disorder; Rhinitis; Hepatitis; Bradycardia; Sinusitis; Urinary tract infection; Epistaxis; Hallucination; Hepatobiliary disease; Neuropathy peripheral; Haematuria; Pneumonia; Acute coronary syndrome; Myocardial infarction; Agranulocytosis; Hyperglycaemia; Renal failure; Jaundice; Upper respiratory tract infection; Weight increased; Depression; Stevens-Johnson syndrome; Weight decreased; Pancreatitis; Neutropenia; Photosensitivity reaction; Bronchitis; Erectile dysfunction; Dysuria; Pancytopenia; Eosinophilia; Angina pectoris; Bronchospasm; Nasopharyngitis; Influenza; Asthma; Gastritis; Toxic epidermal necrolysis; Breast disorder; Pain in extremity; Orthostatic hypotension; Anaphylactoid reaction; Blood creatinine increased; Dehydration; Face oedema; Ataxia; Cardiac arrest; Disturbance in sexual arousal; Irritability; Cerebrovascular accident; Arthritis; Hypoglycaemia; Osteoarthritis; Hyponatraemia; Diplopia; Renal failure acute; Renal impairment; Libido decreased; Atrial fibrillation; Injury; Nasal congestion; Hepatic failure; Diabetes mellitus; Haemolytic anaemia; Eczema; Gastroenteritis; Sleep disorder; Hepatic function abnormal; Pulmonary oedema
3938,lisuride,https://pubchem.ncbi.nlm.nih.gov/compound/3938,37,CCN(CC)C(=O)NC1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,Headache; Vomiting; Dizziness; Asthenia; Gastrointestinal disorder; Feeling abnormal; Fatigue; Constipation; Dyspnoea; Decreased appetite; Insomnia; Somnolence; Nervous system disorder; Infection; Hyperhidrosis; Tachycardia; Cough; Dry mouth; Anxiety; Confusional state; Vertigo; Syncope; Palpitations; Malnutrition; Mental disorder; Angiopathy; Mediastinal disorder; Immune system disorder; Cardiac disorder; Oedema peripheral; Hallucination; Weight increased; Weight decreased; Abdominal discomfort; Orthostatic hypotension; Dehydration; Disturbance in sexual arousal
3939,LiOH,https://pubchem.ncbi.nlm.nih.gov/compound/3939,52,[Li+].[OH-],Nausea; Headache; Dermatitis; Rash; Vomiting; Dizziness; Diarrhoea; Asthenia; Abdominal pain; Gastrointestinal pain; Body temperature increased; Feeling abnormal; Fatigue; Dyspepsia; Decreased appetite; Musculoskeletal discomfort; Somnolence; Hypotension; Shock; Arthralgia; Oedema; Discomfort; Dry mouth; Confusional state; Angioedema; Loss of consciousness; Convulsion; Vertigo; Syncope; Agitation; Tremor; Vision blurred; Dysgeusia; Flatulence; Alopecia; Arrhythmia; Tinnitus; Bradycardia; Hallucination; Hyperglycaemia; Weight increased; Weight decreased; Erectile dysfunction; Muscular weakness; Dry skin; Gastritis; Dehydration; Ataxia; Lethargy; Thirst; Swelling; Polyuria
3948,lomefloxacin,https://pubchem.ncbi.nlm.nih.gov/compound/3948,111,CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O,Nausea; Headache; Dermatitis; Rash; Vomiting; Dizziness; Diarrhoea; Pruritus; Asthenia; Hypersensitivity; Abdominal pain; Urticaria; Gastrointestinal pain; Feeling abnormal; Fatigue; Constipation; Dyspnoea; Dyspepsia; Decreased appetite; Musculoskeletal discomfort; Insomnia; Somnolence; Hypotension; Paraesthesia; Skin disorder; Anaphylactic shock; Thrombocytopenia; Hyperhidrosis; Tachycardia; Shock; Arthralgia; Cough; Oedema; Myalgia; Hypertension; Discomfort; Dry mouth; Chest pain; Anxiety; Confusional state; Angioedema; Loss of consciousness; Anaemia; Convulsion; Leukopenia; Vertigo; Syncope; Malaise; Back pain; Ill-defined disorder; Muscle spasms; Agitation; Tremor; Dysgeusia; Flatulence; Chills; Nervousness; Tension; Flushing; Arrhythmia; Tinnitus; Erythema multiforme; Visual impairment; Pharyngitis; Rhinitis; Hepatitis; Bradycardia; Epistaxis; Hallucination; Neuropathy peripheral; Haematuria; Acute coronary syndrome; Myocardial infarction; Agranulocytosis; Hyperglycaemia; Stomatitis; Renal failure; Conjunctivitis; Stevens-Johnson syndrome; Photosensitivity reaction; Dysuria; Eosinophilia; Angina pectoris; Bronchospasm; Dysphagia; Toxic epidermal necrolysis; Anaphylactoid reaction; Blood creatinine increased; Face oedema; Ataxia; Urinary retention; Menopausal symptoms; Increased appetite; Hypoglycaemia; Hot flush; Gastrointestinal haemorrhage; Cardiac failure; Purpura; Diplopia; Thirst; Dermatitis exfoliative; Dermatitis bullous; Haemolytic anaemia; Vascular purpura; Eye pain; Eczema; Polyuria; Lymphadenopathy; Hepatic function abnormal; Ear pain; Pulmonary oedema
3950,lomustine,https://pubchem.ncbi.nlm.nih.gov/compound/3950,18,C1CCC(CC1)NC(=O)N(CCCl)N=O,Nausea; Vomiting; Body temperature increased; Decreased appetite; Thrombocytopenia; Infection; Leukopenia; Alopecia; Visual impairment; Haemorrhage; Haemoglobin; Stomatitis; Renal failure; Pancytopenia; Ataxia; Lethargy; Osteoarthritis; Neoplasm
3954,loperamide,https://pubchem.ncbi.nlm.nih.gov/compound/3954,37,CN(C)C(=O)C(CC[NH+]1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,Nausea; Headache; Dermatitis; Rash; Vomiting; Dizziness; Diarrhoea; Pruritus; Asthenia; Hypersensitivity; Abdominal pain; Urticaria; Gastrointestinal pain; Gastrointestinal disorder; Fatigue; Constipation; Dyspepsia; Somnolence; Skin disorder; Anaphylactic shock; Nervous system disorder; Discomfort; Dry mouth; Angioedema; Loss of consciousness; Immune system disorder; Flatulence; Erythema multiforme; Urethral disorder; Urinary tract disorder; Stevens-Johnson syndrome; Abdominal distension; Abdominal pain upper; Toxic epidermal necrolysis; Anaphylactoid reaction; Urinary retention; Dermatitis bullous
3957,loratadine,https://pubchem.ncbi.nlm.nih.gov/compound/3957,57,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1,Nausea; Headache; Dermatitis; Rash; Vomiting; Dizziness; Diarrhoea; Asthenia; Abdominal pain; Gastrointestinal pain; Body temperature increased; Gastrointestinal disorder; Pain; Feeling abnormal; Fatigue; Constipation; Dyspepsia; Musculoskeletal discomfort; Insomnia; Somnolence; Hypotension; Paraesthesia; Skin disorder; Anaphylactic shock; Nervous system disorder; Tachycardia; Shock; Cough; Myalgia; Hypertension; Discomfort; Dry mouth; Chest pain; Angioedema; Loss of consciousness; Syncope; Malaise; Palpitations; Ill-defined disorder; Agitation; Dysgeusia; Immune system disorder; Alopecia; Nervousness; Tension; Arrhythmia; Tinnitus; Pharyngitis; Epistaxis; Hepatobiliary disease; Depression; Pollakiuria; Abdominal pain upper; Gastritis; Increased appetite; Lethargy; Dermatitis bullous
3958,lorazepam,https://pubchem.ncbi.nlm.nih.gov/compound/3958,54,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,Nausea; Headache; Dermatitis; Rash; Vomiting; Dizziness; Asthenia; Hypersensitivity; Gastrointestinal disorder; Pain; Feeling abnormal; Fatigue; Constipation; Somnolence; Hypotension; Thrombocytopenia; Infection; Tachycardia; Hypertension; Dry mouth; Confusional state; Convulsion; Vertigo; Erythema; Agitation; Tremor; Vision blurred; Alopecia; Chills; Nervousness; Tension; Arrhythmia; Visual impairment; Bradycardia; Hallucination; Agranulocytosis; Jaundice; Erectile dysfunction; Pancytopenia; Liver function test abnormal; Ataxia; Cardiac arrest; Irritability; Lethargy; Psychotic disorder; Osteoarthritis; Gastrointestinal haemorrhage; Hyponatraemia; Diplopia; Amnesia; Injection site reaction; Sleep disorder; Blood alkaline phosphatase increased; Pulmonary oedema
3961,losartan,https://pubchem.ncbi.nlm.nih.gov/compound/3961,121,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl,Nausea; Headache; Dermatitis; Rash; Vomiting; Dizziness; Diarrhoea; Pruritus; Asthenia; Hypersensitivity; Abdominal pain; Urticaria; Gastrointestinal pain; Body temperature increased; Pain; Feeling abnormal; Fatigue; Constipation; Dyspnoea; Dyspepsia; Decreased appetite; Musculoskeletal discomfort; Insomnia; Somnolence; Hypotension; Paraesthesia; Anaphylactic shock; Nervous system disorder; Thrombocytopenia; Infection; Hyperhidrosis; Tachycardia; Shock; Arthralgia; Cough; Oedema; Myalgia; Discomfort; Dry mouth; Chest pain; Anxiety; Confusional state; Angioedema; Loss of consciousness; Anaemia; Leukopenia; Vertigo; Syncope; Malaise; Palpitations; Back pain; Ill-defined disorder; Erythema; Muscle spasms; Agitation; Tremor; Vision blurred; Dysgeusia; Angiopathy; Flatulence; Alopecia; Nervousness; Tension; Flushing; Arrhythmia; Tinnitus; Erythema multiforme; Pharyngitis; Rhinitis; Hepatitis; Hypoaesthesia; Sinusitis; Urinary tract infection; Epistaxis; Neuropathy peripheral; Pneumonia; Agranulocytosis; Hyperglycaemia; Renal failure; Jaundice; Upper respiratory tract infection; Conjunctivitis; Weight increased; Stevens-Johnson syndrome; Pancreatitis; Photosensitivity reaction; Bronchitis; Pollakiuria; Erectile dysfunction; Eosinophilia; Angina pectoris; Influenza; Muscular weakness; Dry skin; Gastritis; Toxic epidermal necrolysis; Breast disorder; Pain in extremity; Orthostatic hypotension; Blood creatinine increased; Face oedema; Ataxia; Disturbance in sexual arousal; Migraine; Arthritis; Hypoglycaemia; Hyponatraemia; Purpura; Renal impairment; Dermatitis exfoliative; Libido decreased; Atrial fibrillation; Injury; Swelling; Nasal congestion; Diabetes mellitus; Haemolytic anaemia; Vascular purpura; Sleep disorder; Ecchymosis; Pulmonary oedema
3962,lovastatin,https://pubchem.ncbi.nlm.nih.gov/compound/3962,72,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,Nausea; Headache; Dermatitis; Rash; Vomiting; Dizziness; Diarrhoea; Pruritus; Asthenia; Hypersensitivity; Abdominal pain; Urticaria; Gastrointestinal pain; Body temperature increased; Pain; Feeling abnormal; Fatigue; Constipation; Dyspnoea; Dyspepsia; Decreased appetite; Musculoskeletal discomfort; Insomnia; Paraesthesia; Anaphylactic shock; Thrombocytopenia; Infection; Arthralgia; Myalgia; Discomfort; Dry mouth; Chest pain; Anxiety; Confusional state; Angioedema; Leukopenia; Vertigo; Malaise; Back pain; Ill-defined disorder; Muscle spasms; Tremor; Vision blurred; Dysgeusia; Flatulence; Alopecia; Chills; Flushing; Erythema multiforme; Hepatitis; Sinusitis; Urinary tract infection; Neuropathy peripheral; Stevens-Johnson syndrome; Pancreatitis; Photosensitivity reaction; Erectile dysfunction; Eosinophilia; Abdominal discomfort; Influenza; Toxic epidermal necrolysis; Pain in extremity; Arthritis; Purpura; Injury; Amnesia; Hepatic failure; Haemolytic anaemia; Vascular purpura; Blood alkaline phosphatase increased; Hepatic function abnormal; Gynaecomastia
3964,loxapine,https://pubchem.ncbi.nlm.nih.gov/compound/3964,57,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,Nausea; Headache; Dermatitis; Rash; Vomiting; Dizziness; Pruritus; Asthenia; Hypersensitivity; Gastrointestinal disorder; Feeling abnormal; Fatigue; Constipation; Dyspnoea; Insomnia; Somnolence; Hypotension; Paraesthesia; Nervous system disorder; Thrombocytopenia; Tachycardia; Shock; Cough; Oedema; Hypertension; Dry mouth; Chest pain; Confusional state; Loss of consciousness; Convulsion; Leukopenia; Syncope; Muscle spasms; Agitation; Tremor; Vision blurred; Dysgeusia; Angiopathy; Mediastinal disorder; Alopecia; Tension; Hepatitis; Hypoaesthesia; Agranulocytosis; Renal failure; Jaundice; Weight increased; Weight decreased; Photosensitivity reaction; Bronchospasm; Dysphagia; Orthostatic hypotension; Urinary retention; Cerebrovascular accident; Psychotic disorder; Nasal congestion; Gynaecomastia
3998,mafenide,https://pubchem.ncbi.nlm.nih.gov/compound/3998,15,C1=CC(=CC=C1CN)S(=O)(=O)N,Dermatitis; Rash; Diarrhoea; Pruritus; Urticaria; Pain; Erythema; Haemorrhage; Haemoglobin; Pancytopenia; Eosinophilia; Face oedema; Dermatitis bullous; Swelling; Haemolytic anaemia
4004,malathion,https://pubchem.ncbi.nlm.nih.gov/compound/4004,1,CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC,Conjunctivitis
4011,maprotiline,https://pubchem.ncbi.nlm.nih.gov/compound/4011,98,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24,Nausea; Headache; Dermatitis; Rash; Vomiting; Dizziness; Diarrhoea; Pruritus; Asthenia; Abdominal pain; Urticaria; Gastrointestinal pain; Body temperature increased; Gastrointestinal disorder; Feeling abnormal; Fatigue; Constipation; Dyspepsia; Insomnia; Somnolence; Hypotension; Paraesthesia; Skin disorder; Nervous system disorder; Thrombocytopenia; Infection; Hyperhidrosis; Tachycardia; Shock; Oedema; Hypertension; Dry mouth; Anxiety; Confusional state; Loss of consciousness; Convulsion; Leukopenia; Syncope; Palpitations; Agitation; Malnutrition; Tremor; Vision blurred; Dysgeusia; Angiopathy; Mediastinal disorder; Alopecia; Nervousness; Tension; Flushing; Cardiac disorder; Eye disorder; Arrhythmia; Tinnitus; Erythema multiforme; Urethral disorder; Urinary tract disorder; Hepatitis; Hypoaesthesia; Infestation; Hallucination; Hepatobiliary disease; Neuropathy peripheral; Acute coronary syndrome; Myocardial infarction; Agranulocytosis; Stomatitis; Jaundice; Weight increased; Stevens-Johnson syndrome; Weight decreased; Photosensitivity reaction; Pollakiuria; Erectile dysfunction; Pancytopenia; Eosinophilia; Bronchospasm; Muscular weakness; Dysphagia; Toxic epidermal necrolysis; Breast disorder; Orthostatic hypotension; Liver function test abnormal; Ataxia; Urinary retention; Disturbance in sexual arousal; Menopausal symptoms; Cerebrovascular accident; Increased appetite; Psychotic disorder; Osteoarthritis; Hot flush; Purpura; Libido decreased; Nasal congestion; Vascular purpura; Sleep disorder; Gynaecomastia
4030,mebendazole,https://pubchem.ncbi.nlm.nih.gov/compound/4030,11,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,Dermatitis; Rash; Hypersensitivity; Abdominal pain; Urticaria; Gastrointestinal pain; Angioedema; Convulsion; Hepatitis; Agranulocytosis; Neutropenia
4031,mebeverine,https://pubchem.ncbi.nlm.nih.gov/compound/4031,17,CCN(CCCCOC(=O)C1=CC(=C(C=C1)OC)OC)C(C)CC2=CC=C(C=C2)OC,Headache; Dermatitis; Rash; Dizziness; Hypersensitivity; Urticaria; Feeling abnormal; Dyspepsia; Decreased appetite; Insomnia; Anaphylactic shock; Discomfort; Angioedema; Malaise; Ill-defined disorder; Immune system disorder; Face oedema
4032,mecamylamine,https://pubchem.ncbi.nlm.nih.gov/compound/4032,20,CC1(C2CCC(C2)C1(C)NC)C,Nausea; Vomiting; Dizziness; Asthenia; Fatigue; Constipation; Decreased appetite; Paraesthesia; Shock; Loss of consciousness; Convulsion; Syncope; Tremor; Vision blurred; Erectile dysfunction; Orthostatic hypotension; Urinary retention; Disturbance in sexual arousal; Libido decreased; Pulmonary oedema
4033,nitrogen,https://pubchem.ncbi.nlm.nih.gov/compound/4033,26,CN(CCCl)CCCl,Nausea; Dermatitis; Rash; Vomiting; Diarrhoea; Pruritus; Hypersensitivity; Decreased appetite; Skin disorder; Anaphylactic shock; Thrombocytopenia; Infection; Leukopenia; Vertigo; Alopecia; Tinnitus; Erythema multiforme; Haemorrhage; Haemoglobin; Agranulocytosis; Jaundice; Depression; Pancytopenia; Dermatitis bullous; Thrombophlebitis; Haemolytic anaemia
4034,monamine,https://pubchem.ncbi.nlm.nih.gov/compound/4034,8,CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl,Headache; Asthenia; Fatigue; Somnolence; Anaphylactic shock; Dry mouth; Vision blurred; Anaphylactoid reaction
4036,meclofenamate,https://pubchem.ncbi.nlm.nih.gov/compound/4036,36,CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)[O-])Cl,Nausea; Vomiting; Diarrhoea; Pruritus; Asthenia; Abdominal pain; Urticaria; Gastrointestinal pain; Gastrointestinal disorder; Feeling abnormal; Fatigue; Constipation; Decreased appetite; Insomnia; Paraesthesia; Oedema; Discomfort; Leukopenia; Malaise; Palpitations; Ill-defined disorder; Vision blurred; Alopecia; Tinnitus; Erythema multiforme; Haemorrhage; Haemoglobin; Agranulocytosis; Stomatitis; Renal failure; Conjunctivitis; Stevens-Johnson syndrome; Neutropenia; Eosinophilia; Dermatitis exfoliative; Haemolytic anaemia
