cid,name,pubchem_url,n_side_effects,smiles,side_effects_list
2215,apomorphine,https://pubchem.ncbi.nlm.nih.gov/compound/2215,52,CN1CCC2=C3C1CC4=C(C3=CC=C2)C(=C(C=C4)O)O,Angina pectoris; Anxiety; Arthralgia; Asthenia; Back pain; Mental disorder; Chest pain; Confusional state; Constipation; Contusion; Dehydration; Diarrhoea; Dizziness; Dyskinesia; Dyspnoea; Ecchymosis; Oedema; Fatigue; Flushing; Granuloma; Hallucination; Headache; Cardiac failure congestive; Hyperhidrosis; Hypotension; Orthostatic hypotension; Libido increased; Nasopharyngitis; Nausea; Pain in extremity; Pallor; Parkinson's disease; Pathological gambling; Pneumonia; Priapism; Pruritus; Psychotic disorder; Shock; Swelling; Syncope; Loss of consciousness; Urinary tract infection; Vomiting; Yawning; Injection site reaction; Hypersexuality; Disturbance in sexual arousal; Insomnia; Musculoskeletal discomfort; Rhinorrhoea; Feeling abnormal; Somnolence
2216,apraclonidine,https://pubchem.ncbi.nlm.nih.gov/compound/2216,101,C1CN=C(N1)NC2=C(C=C(C=C2Cl)N)Cl,Abdominal pain; Arrhythmia; Asthenia; Asthma; Mental disorder; Blepharitis; Eyelid ptosis; Blepharospasm; Chest pain; Infection; Conjunctivitis; Constipation; Libido decreased; Dermatitis; Dermatitis contact; Diarrhoea; Dizziness; Dysgeusia; Dyspnoea; Oedema; Endophthalmitis; Eye disorder; Eyelid disorder; Fatigue; Gastrointestinal disorder; Headache; Haemorrhage; Hyperaemia; Hypersensitivity; Inflammation; Irritability; Eye pruritus; Keratitis; Mediastinal disorder; Mydriasis; Nasopharyngitis; Nausea; Nervous system disorder; Nervousness; Pain; Pallor; Palpitations; Paraesthesia; Pharyngitis; Pruritus; Rhinitis; Skin disorder; Syncope; Erythema; Angiopathy; Vomiting; Dry mouth; Photophobia; Oedema peripheral; Conjunctival oedema; Eye pain; Lacrimation increased; Ocular hyperaemia; Eyelid oedema; Scab; Malaise; Myalgia; Nasal dryness; Abdominal discomfort; Tension; Discomfort; Visual acuity reduced; Eyelid retraction; Eye irritation; Keratopathy; Heart rate irregular; Erythema of eyelid; Dry eye; Vision blurred; Corneal erosion; Eye discharge; Sensation of foreign body; Bradycardia; Coordination abnormal; Face oedema; Gastrointestinal pain; Throat irritation; Presyncope; Eye oedema; Corneal infiltrates; Disturbance in sexual arousal; Vital dye staining cornea present; Conjunctival follicles; Insomnia; Foreign body sensation in eyes; Eyelid margin crusting; Musculoskeletal discomfort; Ocular discomfort; Vasodilation procedure; Rhinorrhoea; Infestation; Feeling abnormal; Parosmia; Ill-defined disorder; Somnolence; Visual impairment
2249,atenolol,https://pubchem.ncbi.nlm.nih.gov/compound/2249,118,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,Aggression; Agranulocytosis; Alopecia; Amnesia; Anxiety; Arrhythmia; Asthenia; Ataxia; Atrial fibrillation; Atrial flutter; Atrioventricular block; Bronchospasm; Catatonia; Chest pain; Cholestasis; Confusional state; Constipation; Cough; Libido decreased; Depression; Dermatitis; Dermatitis exfoliative; Diarrhoea; Dizziness; Dyspepsia; Dyspnoea; Oedema; Epistaxis; Rash; Fatigue; Body temperature increased; Flushing; Gastrointestinal disorder; Hallucination; Headache; Cardiac arrest; Cardiomegaly; Cardiac failure; Cardiac failure congestive; Cardiac septal defect; Ventricular septal defect; Hyperhidrosis; Hypotension; Orthostatic hypotension; Infarction; Intermittent claudication; Laryngospasm; Left ventricular failure; Lethargy; Systemic lupus erythematosus; Mitral valve incompetence; Myocardial infarction; Nasal congestion; Nausea; Nervousness; Nightmare; Pain; Pain in extremity; Palpitations; Paraesthesia; Peyronie's disease; Pruritus; Psoriasis; Psychotic disorder; Pulmonary oedema; Purpura; Renal failure; Shock; Cardiogenic shock; Sick sinus syndrome; Status asthmaticus; Syncope; Tachycardia; Supraventricular tachycardia; Thrombocytopenia; Tinnitus; Loss of consciousness; Ventricular tachycardia; Vertigo; Wheezing; Dry mouth; Mood swings; Aspartate aminotransferase increased; Arterial thrombosis; Colitis ischaemic; Systolic hypertension; Malaise; Decreased appetite; Abdominal discomfort; Disorientation; Affect lability; Tension; Discomfort; Abnormal dreams; Rash erythematous; Hepatic enzyme increased; Menopausal symptoms; Erectile dysfunction; Dermatitis psoriasiform; Peripheral coldness; Dry eye; Vision blurred; Bradycardia; Respiratory distress; Sinus arrest; Hot flush; Disturbance in sexual arousal; Thrombocytopenic purpura; Insomnia; Vascular purpura; Feeling abnormal; Antinuclear antibody increased; Regurgitation; Ill-defined disorder; Oropharyngeal discomfort; Oropharyngeal pain; Somnolence; Visual impairment
2265,azathioprine,https://pubchem.ncbi.nlm.nih.gov/compound/2265,92,CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-],Abdominal pain; Agranulocytosis; Alopecia; Anaemia; Aplastic anaemia; Anaemia macrocytic; Anaemia megaloblastic; Arrhythmia; Arthralgia; Bacterial infection; Neoplasm malignant; Skin cancer; Cervical dysplasia; Varicella; Cholestasis; Colitis; Infection; Cyst; Dermatitis; Diarrhoea; Diverticulitis; Dizziness; Toxic epidermal necrolysis; Erythema multiforme; Rash; Body temperature increased; Formication; Gastrointestinal disorder; Headache; Haemorrhage; Hepatitis B; Hepatitis toxic; Herpes zoster; Hodgkin's disease; Nodular regenerative hyperplasia; Hypersensitivity; Hypotension; Immune system disorder; Inflammatory bowel disease; Intestinal perforation; Jaundice cholestatic; Acute myeloid leukaemia; Leukopenia; Lymphoma; Non-Hodgkin's lymphoma; Lymphoproliferative disorder; Mediastinal disorder; Malignant melanoma; Meningitis; Myasthenia gravis; Nausea; Neoplasm; Pancreatitis; Pancytopenia; Peliosis hepatis; Pneumonia; Polyp; Skin disorder; Steatorrhoea; Stevens-Johnson syndrome; Thrombocytopenia; Uveitis; Vasculitis; Vomiting; Acute febrile neutrophilic dermatosis; Chills; Hepatic failure; Acute leukaemia; Hepatic function abnormal; Hepatocellular injury; Hodgkin's disease lymphocyte depletion type stage unspecified; Liver injury; Interstitial lung disease; Malaise; Myalgia; Abdominal discomfort; Discomfort; Hepatotoxicity; Hepatobiliary disease; Haemoglobin; X-linked lymphoproliferative syndrome; Gastrointestinal pain; Cervix carcinoma stage 0; Nitrogen balance negative; Venoocclusive disease; Musculoskeletal discomfort; Sarcoma; Hodgkin's disease lymphocyte predominance type stage unspecified; Hepatosplenic T-cell lymphoma; Infestation; Feeling abnormal; Ill-defined disorder
2284,baclofen,https://pubchem.ncbi.nlm.nih.gov/compound/2284,200,C1=CC(=CC=C1C(CC(=O)O)CN)Cl,Abdominal pain; Albuminuria; Alopecia; Amnesia; Anaemia; Anxiety; Apnoea; Arrhythmia; Asthenia; Ataxia; Back pain; Mental disorder; Breast disorder; Neoplasm malignant; Cardiac output decreased; Cerebrovascular disorder; Chest pain; Coma; Infection; Confusional state; Connective tissue disorder; Constipation; Conversion disorder; Dysphagia; Dehydration; Depression; Dermatitis; Dermatitis contact; Diarrhoea; Diplopia; Dizziness; Dysarthria; Dysgeusia; Dyskinesia; Dyspepsia; Dyspnoea; Dysuria; Oedema; Enuresis; Rash; Eye disorder; Fatigue; Faecal incontinence; Body temperature increased; Flatulence; Flushing; Gastroenteritis; Gastrointestinal disorder; Gastrointestinal haemorrhage; Hallucination; Headache; Cardiac disorder; Haematochezia; Subdural haematoma; Haematuria; Hyperglycaemia; Hyperhidrosis; Hypertension; Hyperventilation; Hypoaesthesia; Hypotension; Orthostatic hypotension; Body temperature decreased; Influenza; Lethargy; Leukocytosis; Mediastinal disorder; Meningitis; Miosis; Hypertonia; Hypotonia; Muscle spasticity; Mydriasis; Nasal congestion; Nausea; Nervous system disorder; Nightmare; Nocturia; Nystagmus; Oliguria; Osteoarthritis; Pain; Pallor; Palpitations; Paraesthesia; Personality disorder; Petechiae; Pneumonia; Pneumonia aspiration; Pruritus; Psychotic disorder; Pulmonary embolism; Renal failure; Rhinitis; Convulsion; Shock; Salivary hypersecretion; Skin disorder; Skin ulcer; Speech disorder; Cerebrovascular accident; Suicide attempt; Swelling; Syncope; Tachycardia; Thrombophlebitis; Tinnitus; Tongue disorder; Tremor; Loss of consciousness; Urethral disorder; Pollakiuria; Urinary incontinence; Urinary tract disorder; Urticaria; Vaginal inflammation; Angiopathy; Vertigo; Vomiting; Weight increased; Weight decreased; Dry mouth; Urinary retention; Chills; Ventricular arrhythmia; Agitation; Mood swings; Photophobia; Oedema peripheral; Hepatic function abnormal; Deep vein thrombosis; Muscular weakness; Opisthotonus; Hyporeflexia; Aspartate aminotransferase increased; Hypogeusia; Joint swelling; Drug withdrawal syndrome; Accommodation disorder; Malnutrition; Malaise; Myalgia; Muscle twitching; Respiratory rate decreased; Decreased appetite; Retching; Bladder pain; Disorientation; Affect lability; Dysphoria; Thinking abnormal; Memory impairment; Discomfort; Respiratory depression; Euphoric mood; Chest discomfort; Ejaculation disorder; Personality change; Hypoxia; Erectile dysfunction; Sepsis; Wound dehiscence; Autonomic nervous system imbalance; Hepatobiliary disease; Sensory loss; Vision blurred; Akathisia; Nephrolithiasis; Vaginal infection; Hypothermia; Suicidal ideation; Bladder spasm; Bradycardia; Coordination abnormal; Face oedema; Sexual dysfunction; Gait disturbance; Gastrointestinal pain; Completed suicide; Drug ineffective; Blood alkaline phosphatase increased; Pulmonary function test decreased; Cerebral ischaemia; Insomnia; Musculoskeletal stiffness; Musculoskeletal discomfort; Muscle relaxant therapy; Respiratory failure; Ileus; Major depression; Mental disability; Nuchal rigidity; Feeling abnormal; Paranoia; Ill-defined disorder; Ageusia; Somnolence; Hypoventilation; Injury; Visual impairment
2311,benazepril,https://pubchem.ncbi.nlm.nih.gov/compound/2311,95,CCOC(=O)C(CCC1=CC=CC=C1)NC2CCC3=CC=CC=C3N(C2=O)CC(=O)O,Abdominal pain; Agranulocytosis; Alopecia; Anaphylactic shock; Haemolytic anaemia; Angina pectoris; Angioedema; Anxiety; Arrhythmia; Arthralgia; Arthritis; Asthenia; Asthma; Back pain; Bronchitis; Chest pain; Infection; Constipation; Cough; Libido decreased; Dermatitis; Diarrhoea; Dizziness; Dyspepsia; Dyspnoea; Oedema; Eosinophilia; Erythema multiforme; Rash; Fatigue; Flatulence; Flushing; Gastritis; Headache; Hepatitis; Hyperhidrosis; Hyperkalaemia; Hypersensitivity; Hyponatraemia; Hypotension; Orthostatic hypotension; Influenza; Jaundice cholestatic; Laryngeal oedema; Leukopenia; Melaena; Hypertonia; Musculoskeletal pain; Myocardial infarction; Nausea; Nervousness; Neutropenia; Palpitations; Pancreatitis; Paraesthesia; Pemphigus; Pharyngitis; Proteinuria; Pruritus; Pulmonary eosinophilia; Rhinitis; Shock; Sinusitis; Stevens-Johnson syndrome; Cerebrovascular accident; Syncope; Thrombocytopenia; Tinnitus; Loss of consciousness; Pollakiuria; Urinary tract infection; Vertigo; Vomiting; Oedema peripheral; Blood urea increased; Photosensitivity reaction; Myalgia; Tension; Dizziness postural; Blood creatinine increased; Erectile dysfunction; Anaphylactoid reaction; Lipoedema; Coordination abnormal; Lip oedema; Face oedema; Gastrointestinal pain; Disturbance in sexual arousal; Electrocardiogram change; Insomnia; Small bowel angioedema; Acute coronary syndrome; Protein urine present; Musculoskeletal discomfort; Somnolence
2315,bendrofluazide,https://pubchem.ncbi.nlm.nih.gov/compound/2315,29,C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2,Asthenia; Constipation; Dermatitis; Diabetes mellitus; Diarrhoea; Dizziness; Rash; Gout; Blood disorder; Hepatic encephalopathy; Hypocalciuria; Hypokalaemia; Hypotension; Orthostatic hypotension; Nausea; Pancreatitis; Polyuria; Purpura; Muscle spasms; Thirst; Thrombocytopenia; Vomiting; Decreased appetite; Erectile dysfunction; Drug interaction; Urine output increased; Epigastric discomfort; Vascular purpura; Leukocytoclastic vasculitis
2337,benzocaine,https://pubchem.ncbi.nlm.nih.gov/compound/2337,15,CCOC(=O)C1=CC=C(C=C1)N,Cyanosis; Dermatitis; Dermatitis contact; Dyspnoea; Oedema; Rash; Hypersensitivity; Methaemoglobinaemia; Pruritus; Swelling; Erythema; Urticaria; Tenderness; Oral discomfort; Respiratory distress
2341,benzphetamine,https://pubchem.ncbi.nlm.nih.gov/compound/2341,18,CC(CC1=CC=CC=C1)N(C)CC2=CC=CC=C2,Diarrhoea; Dizziness; Dyspepsia; Gastrointestinal disorder; Headache; Cardiac valve disease; Hyperhidrosis; Hypersensitivity; Nausea; Palpitations; Psychotic disorder; Tachycardia; Tremor; Urticaria; Agitation; Decreased appetite; Cardiomyopathy; Insomnia
2344,benztropine,https://pubchem.ncbi.nlm.nih.gov/compound/2344,30,CN1C2CCC1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4,"Confusional state; Constipation; Dysphagia; Dermatitis; Dysuria; Rash; Body temperature increased; Heat stroke; Hypersensitivity; Hypoaesthesia; Mydriasis; Nausea; Nervousness; Ileus paralytic; Psychotic disorder; Cerebrovascular accident; Tachycardia; Vomiting; Dry mouth; Urinary retention; Apathy; Decreased appetite; Disorientation; Flat affect; Tension; Hallucination, visual; Memory impairment; Vision blurred; Ileus; Feeling abnormal"
2345,benzyl,https://pubchem.ncbi.nlm.nih.gov/compound/2345,4,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,Pain; Burning sensation; Skin irritation; Skin sensitisation
2349,penicillin,https://pubchem.ncbi.nlm.nih.gov/compound/2349,135,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,"Abdominal pain; Abscess; Anaphylactic shock; Haemolytic anaemia; Angioedema; Anxiety; Apnoea; Arrhythmia; Arthralgia; Arthritis; Asthenia; Neurogenic bladder; Coagulopathy; Bronchospasm; Cellulitis; Coma; Confusional state; Cyanosis; Dermatitis; Dermatitis exfoliative; Dermatitis contact; Dizziness; Dyspnoea; Ecchymosis; Oedema; Eosinophilia; Rash; Fatigue; Body temperature increased; Flushing; Gangrene; Headache; Cardiac arrest; Cardiac failure congestive; Haematochezia; Blood disorder; Haematuria; Haemorrhage; Hyperhidrosis; Hyperkalaemia; Pulmonary hypertension; Hyperventilation; Hypoaesthesia; Hypotension; Inflammation; Arthropathy; Nephropathy; Laryngeal oedema; Laryngospasm; Leukopenia; Lyme disease; Myelitis transverse; Myoglobinuria; Nausea; Necrosis; Nervousness; Neutropenia; Osteoarthritis; Pain; Pallor; Palpitations; Periostitis; Neuropathy peripheral; Phlebitis; Priapism; Proteinuria; Pruritus; Psychotic disorder; Pulmonary embolism; Relapsing fever; Renal failure; Rhabdomyolysis; Convulsion; Serum sickness; Shock; Skin ulcer; Stomatitis; Cerebrovascular accident; Syncope; Tachycardia; Thrombocytopenia; Thrombophlebitis; Tinnitus; Tremor; Tubulointerstitial nephritis; Loss of consciousness; Vomiting; Chills; Vasospasm; Agitation; Blood urea increased; Tongue discolouration; Injection site reaction; Injection site pain; Hyperreflexia; Malaise; Myalgia; Muscle twitching; Abdominal discomfort; Tension; Discomfort; Euphoric mood; Condition aggravated; Hypoxia; Erectile dysfunction; Jarisch-Herxheimer reaction; Atrophy; Vision blurred; Blindness; Lymphadenopathy; Haemoglobin; Coombs positive haemolytic anaemia; Application site pain; White blood cells urine positive; Mass; Blood sodium increased; Platelet dysfunction; Gastrointestinal pain; Gastrointestinal necrosis; Local reaction; Myoglobin urine present; Hallucinations, mixed; Instillation site pain; Protein urine present; Musculoskeletal discomfort; Vasodilation procedure; Hoigne's syndrome; Pseudomembranous colitis; Sensitisation; Feeling abnormal; Ill-defined disorder; Gastrointestinal tract irritation; Somnolence; Feeling hot; Leukocytoclastic vasculitis"
2350,bepotastine,https://pubchem.ncbi.nlm.nih.gov/compound/2350,8,C1CN(CCC1OC(C2=CC=C(C=C2)Cl)C3=CC=CC=N3)CCCC(=O)O,Dermatitis; Rash; Headache; Hypersensitivity; Nasopharyngitis; Pruritus; Eye irritation; Lip swelling
2351,bepridil,https://pubchem.ncbi.nlm.nih.gov/compound/2351,69,CC(C)COCC(CN(CC1=CC=CC=C1)C2=CC=CC=C2)N3CCCC3,Abdominal pain; Angina pectoris; Anxiety; Arrhythmia; Arthritis; Asthenia; Constipation; Cough; Sudden death; Depression; Dermatitis; Diarrhoea; Dizziness; Dyspepsia; Dyspnoea; Oedema; Rash; Body temperature increased; Flatulence; Gastritis; Gastrointestinal disorder; Headache; Cardiac disorder; Cardiac failure; Hyperhidrosis; Hypertension; Influenza; Nausea; Nervousness; Pain; Palpitations; Paraesthesia; Pharyngitis; Respiratory tract infection; Rhinitis; Shock; Superinfection; Syncope; Sinus tachycardia; Tinnitus; Torsade de pointes; Tremor; Loss of consciousness; Ventricular tachycardia; Vertigo; Dry mouth; Sinus bradycardia; Ventricular arrhythmia; Atrioventricular block first degree; Liver function test abnormal; Electrocardiogram QT prolonged; Skin irritation; Acute myocardial infarction; Myalgia; Increased appetite; Decreased appetite; Abdominal discomfort; Tension; Erectile dysfunction; Vision blurred; Akathisia; Bradycardia; Gastrointestinal pain; Emotional distress; Insomnia; Musculoskeletal discomfort; Vasodilation procedure; Somnolence; Loss of libido
2366,betahistine,https://pubchem.ncbi.nlm.nih.gov/compound/2366,40,CNCCC1=CC=CC=N1,Abdominal distension; Anaphylactic shock; Angioedema; Asthenia; Asthma; Bronchospasm; Confusional state; Dermatitis; Dermatitis atopic; Diarrhoea; Dizziness; Dyspepsia; Dyspnoea; Erythema multiforme; Rash; Fatigue; Flatulence; Gastrointestinal disorder; Hallucination; Headache; Hypersensitivity; Orthostatic hypotension; Immune system disorder; Nausea; Nervous system disorder; Pruritus; Convulsion; Skin disorder; Stevens-Johnson syndrome; Tachycardia; Urticaria; Vomiting; Ventricular extrasystoles; Malaise; Abdominal pain upper; Discomfort; Vasodilation procedure; Feeling abnormal; Ill-defined disorder; Somnolence
2367,dexamethasone,https://pubchem.ncbi.nlm.nih.gov/compound/2367,121,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COP(=O)(O)O)O)C)O)F)C,Abdominal distension; Abdominal pain; Abscess; Pancreatitis acute; Amenorrhoea; Angioedema; Anxiety; Arthralgia; Asthenia; Blister; Hypertrophic cardiomyopathy; Cognitive disorder; Delusion; Dermatitis atopic; Diabetes mellitus; Diarrhoea; Dizziness; Dyspepsia; Ecchymosis; Embolism; Epilepsy; Oesophagitis; Exophthalmos; Eye infection; Eye infection viral; Fatigue; Body temperature increased; Glaucoma; Hallucination; Headache; Cardiac failure congestive; Myocardial rupture; Haemorrhage; Herpes simplex; Hiccups; Hirsutism; Hyperglycaemia; Hyperhidrosis; Hypersensitivity; Hypertension; Hypocalcaemia; Hypotension; Inflammatory bowel disease; Irritability; Arthropathy; Lethargy; Leukocytosis; Muscle atrophy; Myopathy; Myocardial infarction; Nausea; Necrosis ischaemic; Opportunistic infection; Optic neuritis; Osteoarthritis; Osteonecrosis; Osteoporosis; Pain; Pancreatitis; Papilloedema; Paraesthesia; Peptic ulcer; Neuropathy peripheral; Petechiae; Retinopathy of prematurity; Schizophrenia; Convulsion; Telangiectasia; Tuberculosis; Erythema; Urticaria; Angiopathy; Vasculitis; Vertigo; Vomiting; Weight increased; Weight decreased; Alkalosis hypokalaemic; Dermatitis bullous; Cataract; Skin atrophy; Growth retardation; Impaired healing; Intracranial pressure increased; Muscular weakness; Tendon rupture; Skin striae; Menstruation irregular; Nerve injury; Skin hyperpigmentation; Leukoderma; Malaise; Myalgia; Increased appetite; Decreased appetite; Discomfort; Intraocular pressure increased; Euphoric mood; Cataract subcapsular; Increased insulin requirement; Steroid withdrawal syndrome; Skin exfoliation; Oesophageal candidiasis; Spinal compression fracture; Atrophy; Mania; Embolism venous; Electrolyte imbalance; Scleral thinning; Increased tendency to bruise; Suicidal ideation; Haemoglobin; Carbohydrate tolerance decreased; Gastrointestinal pain; Insomnia; Acute coronary syndrome; Musculoskeletal discomfort; Feeling abnormal; Drug dependence; Low birth weight baby; Ill-defined disorder
2369,betaxolol,https://pubchem.ncbi.nlm.nih.gov/compound/2369,234,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O,Acidosis; Agranulocytosis; Alopecia; Amnesia; Anaemia; Angina pectoris; Pupils unequal; Anxiety; Arrhythmia; Arthralgia; Arthritis; Asthenia; Asthenopia; Asthma; Ataxia; Atrioventricular block; Mental disorder; Blepharitis; Blepharospasm; Breast disorder; Bronchospasm; Bronchitis; Catatonia; Cerebrovascular disorder; Neck pain; Chest pain; Infection; Confusional state; Conjunctival disorder; Conjunctivitis; Constipation; Cough; Cystitis; Deafness; Libido decreased; Dysphagia; Depression; Dermatitis; Diabetes mellitus; Diarrhoea; Dizziness; Dysgeusia; Dyspepsia; Dyspnoea; Dysuria; Ear pain; Eczema; Oedema; Endophthalmitis; Toxic epidermal necrolysis; Epistaxis; Rash; Eye disorder; Eye haemorrhage; Fatigue; Body temperature increased; Flushing; Gastrointestinal disorder; Glossitis; Gout; Hallucination; Headache; Cardiac disorder; Cardiac failure; Hypercholesterolaemia; Hyperglycaemia; Hyperhidrosis; Hyperkalaemia; Hyperlipidaemia; Hypersensitivity; Hyperthyroidism; Hypertrichosis; Hypoaesthesia; Hypoglycaemia; Hypokalaemia; Hypotension; Hypothyroidism; Immune system disorder; Inflammation; Influenza; Intermittent claudication; Iritis; Eye pruritus; Arthropathy; Keratitis; Lacrimal disorder; Laryngospasm; Lethargy; Leukocytosis; Systemic lupus erythematosus; Breast pain; Mediastinal disorder; Menstrual disorder; Hypertonia; Myasthenia gravis; Myocardial infarction; Nasopharyngitis; Nausea; Nervous system disorder; Nervousness; Neuralgia; Nightmare; Oliguria; Osteoarthritis; Otitis media; Pain; Palpitations; Panophthalmitis; Paraesthesia; Peyronie's disease; Neuropathy peripheral; Pharyngitis; Pneumonia; Prostatitis; Proteinuria; Pruritus; Psoriasis; Psychotic disorder; Purpura; Refraction disorder; Rhinitis; Scotoma; Shock; Salivary hypersecretion; Sinusitis; Skin disorder; Muscle spasms; Speech disorder; Stomatitis; Syncope; Tachycardia; Tendonitis; Thirst; Thrombocytopenia; Thrombophlebitis; Thrombosis; Tinnitus; Tremor; Loss of consciousness; Erythema; Upper respiratory tract infection; Micturition disorder; Urticaria; Angiopathy; Vertigo; Vomiting; Weight increased; Weight decreased; Dry mouth; Chills; Stupor; Mood swings; Photophobia; Cataract; Mouth ulceration; Periorbital oedema; Breast abscess; Conjunctival oedema; Eye pain; Aspartate aminotransferase increased; Alanine aminotransferase increased; Arterial thrombosis; Lacrimation increased; Ocular hyperaemia; Vitreous disorder; Vascular anomaly; Malnutrition; Colitis ischaemic; Fibroadenoma of breast; Malaise; Myalgia; Muscle twitching; Increased appetite; Decreased appetite; Bladder pain; Disorientation; Disturbance in attention; Affect lability; Tension; Thinking abnormal; Discomfort; Abnormal dreams; Visual acuity reduced; Rash erythematous; Eye irritation; Blood uric acid increased; Peripheral ischaemia; Erythema of eyelid; Erectile dysfunction; Purpura non-thrombocytopenic; Punctate keratitis; Cardiac failure acute; Peripheral coldness; Sensory loss; Dry eye; Vision blurred; Cystitis noninfective; Eye discharge; Sensation of foreign body; Bradycardia; Respiratory distress; Musculoskeletal chest pain; Lymphadenopathy; Abnormal sensation in eye; Depressed level of consciousness; Renal pain; Anorectal disorder; Emotional distress; Hyperuricaemia; Sleep disorder; Blood lactate dehydrogenase increased; Hypoaesthesia eye; Disturbance in sexual arousal; Thrombocytopenic purpura; Insomnia; Foreign body sensation in eyes; Acute coronary syndrome; Eyelid margin crusting; Protein urine present; Musculoskeletal discomfort; Ocular discomfort; Respiratory failure; Rhinorrhoea; Mental disability; Vascular purpura; Infestation; Feeling abnormal; Renal impairment; Ill-defined disorder; Oropharyngeal discomfort; Oropharyngeal pain; Ageusia; Injury; Visual impairment
2370,bethanechol,https://pubchem.ncbi.nlm.nih.gov/compound/2370,23,CC(C[N+](C)(C)C)OC(=O)N,Abdominal pain; Asthma; Bronchospasm; Diarrhoea; Eructation; Flushing; Headache; Hyperhidrosis; Hypotension; Miosis; Nausea; Convulsion; Salivary hypersecretion; Tachycardia; Pollakiuria; Micturition urgency; Lacrimation increased; Malaise; Discomfort; Feeling abnormal; Gastrointestinal sounds abnormal; Ill-defined disorder; Feeling hot
2375,bicalutamide,https://pubchem.ncbi.nlm.nih.gov/compound/2375,182,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,Abdominal pain; Alopecia; Anaemia; Hypochromic anaemia; Angina pectoris; Angioedema; Anxiety; Arrhythmia; Arthritis; Asthenia; Asthma; Atrial fibrillation; Back pain; Balanitis; Mental disorder; Bone disorder; Breast disorder; Bronchitis; Neoplasm malignant; Skin cancer; Neck pain; Chest pain; Infection; Confusional state; Conjunctivitis; Constipation; Cough; Cyst; Libido decreased; Dysphagia; Dehydration; Depression; Dermatitis; Diabetes mellitus; Diarrhoea; Dizziness; Dyspepsia; Dyspnoea; Dysuria; Ecchymosis; Oedema; Eosinophilia; Epistaxis; Rash; Fatigue; Body temperature increased; Flatulence; Multiple fractures; Fracture; Gastritis; Gastrointestinal disorder; Gout; Gynaecomastia; Headache; Cardiac arrest; Cardiac disorder; Cardiac failure; Cardiac failure congestive; Blood disorder; Haematuria; Haemorrhage; Hernia; Herpes zoster; Hirsutism; Hydronephrosis; Hypercalcaemia; Hypercholesterolaemia; Hyperglycaemia; Hyperhidrosis; Hypersensitivity; Hypertension; Hypoglycaemia; Immune system disorder; Incontinence; Influenza; Intestinal obstruction; Jaundice; Lung disorder; Breast pain; Mediastinal disorder; Melaena; Hypertonia; Myocardial infarction; Nausea; Neoplasm; Nervous system disorder; Nervousness; Neutropenia; Nocturia; Pain; Paraesthesia; Pelvic pain; Neuropathy peripheral; Pharyngitis; Pleural effusion; Pneumonia; Prostatic disorder; Pruritus; Pulmonary fibrosis; Rhinitis; Shock; Sinusitis; Skin disorder; Skin ulcer; Muscle spasms; Cerebrovascular accident; Syncope; Thrombocytopenia; Thrombophlebitis; Loss of consciousness; Urethral disorder; Pollakiuria; Urinary incontinence; Urinary tract infection; Urinary tract disorder; Urticaria; Angiopathy; Vomiting; Weight increased; Weight decreased; Dry mouth; Urinary retention; Chills; Hepatic failure; Micturition urgency; Oedema peripheral; Cataract; Blood urea increased; Gastrointestinal carcinoma; Skin hypertrophy; Injection site reaction; Liver function test abnormal; Muscular weakness; Bone pain; Aspartate aminotransferase increased; Alanine aminotransferase increased; Dry skin; Bladder stenosis; Haemoglobin decreased; Iron deficiency anaemia; Malnutrition; Interstitial lung disease; Myalgia; Decreased appetite; Tension; Tenderness; Hepatotoxicity; Blood creatinine increased; Lung infiltration; Menopausal symptoms; Erectile dysfunction; Sepsis; Breast tenderness; Rectal haemorrhage; Hepatobiliary disease; Blood bilirubin increased; Nephrolithiasis; Bradycardia; Laboratory test abnormal; Haemoglobin; Tooth abscess; Osteoporotic fracture; Influenza like illness; Face oedema; Yellow skin; Hot flush; Anorectal disorder; Gastrointestinal pain; Febrile neutropenia; Blood alkaline phosphatase increased; Disturbance in sexual arousal; Cerebral ischaemia; Insomnia; Acute coronary syndrome; Musculoskeletal stiffness; Musculoskeletal discomfort; Nuchal rigidity; Feeling abnormal; Coronary artery disease; Hypertransaminasaemia; Somnolence; Visual impairment
